cleaned_text,Vader,RoBERTa
china usa relationship point usa not_use bully tactic china greatness not_attacked country getting position usa bombed country one year china year china 's gdp growing soon largest gdp world trump 's deal making rest upon threat bully bombardment not_work solid country like iran nothing lose china power not_more powerful usa biden administration meeting china sight see usa tried scold china china reminded usa atrocity usa habit making everybody wrong vile evil justifying gtfooh,-1,-1
not_want destroy country usa destroy iran tear eye destroy oil infrastructure good game iran,-1,-1
soo ashraf ghani not_available,0,-1
difference rich communist country poor communist country,1,0
respect rich community not_respect poor communist country,1,-1
respect rich communist country,1,-1
forgot china communist country,0,-1
thank fareed wish trump intelligent sir wise beyond year,1,1
`` no circumstance shall allow possess nuclear weapon give u oil '' usa iran,-1,0
deserve loses usa bad thing devil thereto reason usa fake people like pay attention evil people not_like anyone black people like hate people,-1,-1
guy fareed decompose tv would still see dinosaur literally even tone annoying .. say nothhing,-1,-1
worst person country,-1,-1
feel though trump stress tested system capacity fact not_completely slid dystopian nightmare testament system ’ resiliency still survive must work fill crack revealed,-1,0
thanks sharing smiling_face_with_smiling_eyes,1,1
trump ’ visit china know america run continue gain advantage dealing trump,1,0
excellent interview al jazeer today member original iran envoy partook first negotiation nuclear material said thing going move u kind beginning good faith negotiation psychiatrist donald trump intense psychiatric management president not_making sense……,1,1
due respect neither iran weak country nor iranian weak nation please study many melinums long history indeed iranian probably no match human history come unmatched intelect patience determination perseverance resilience bravery completemented civility others ought many yet learn iranian great nation time overcome odds not_just subduing worst enemy less material thing defeating thought conquered know conquered superior culture kind heart cultural triumph transformed enemy well behaved domedticated human being vs. criminal animal arrived iranian frontier attack conquer iranian remain nation removed foreign installed dictator not_once twice decide destiny charge genocidal trump regime not_nor exception tear eye going prove,1,0
still talking get life please face_with_tears_of_joy,1,1
trump already made stand,0,0
believe whole world iran 's side not_because like regime hate american regime america also,-1,-1
no expert win concept decency civic duty allowed,-1,0
giving trump credit `` strategic iq '' china not_only stupid man wreaks partisan bone interest right wing propaganda long lost respect zakaria sold brilliant take issue sake keeping job,1,-1
president crack cocaine administration seemingly hooked liar pill confidence ability might low,1,-1
not_like chera watson not_a relative mine,0,-1
video may written,0,0
take taco trump everything tragedy ineptitude.he traitor working gangster enrich family brown nose friend putlerian chief moscow agent governing america selling ukrainian war criminal russian,-1,-1
guy still think america exceptional witnessed circus would not_allowed even third world country institutional guardrails/ system check balance used lecture others took lunatic ready go way kicking norm day whole system flip,-1,-1
russia not_kill unarmed demonstrator abolishing human right islamic republic done keep fareed mention show no china sucking rate earth supply middle east south america africa,-1,-1
tds trump 's dip sh.t,0,-1
trump guardrail first term gone ..,0,0
medium tool acting analysing american foreign policy say greater israël 's project nothing america america intelligent community israël 's government inside america,0,0
school kid killed trump day get ready america,-1,-1
think stupid not_stupid,-1,-1
anyone common sense know nut not_admit,0,0
like fareed assuming tear eye trump tear eye put proper rule place prevent something like future u really expect guy able turn million dollar close billion dollar going walk away easily,1,0
make see happens,0,0
trump right thing understood thing spew nonsense lack understanding even hate partisan agenfa master others,-1,-1
